2025-12-01 00:00:00; 178895454; 166156780; 136989315; 27.73
2025-12-01 00:00:01; 178897445; 166159505; 136990158; 27.72
2025-12-01 00:00:02; 178902312; 166159937; 136990479; 27.71
2025-12-01 00:00:03; 178900810; 166165900; 136992383; 27.74
2025-12-01 00:00:04; 178896115; 166165292; 136989628; 27.73
2025-12-01 00:00:05; 178898163; 166167138; 136988658; 27.73
2025-12-01 00:00:06; 178896621; 166162228; 136988664; 27.72
2025-12-01 00:00:07; 178896945; 166169881; 136989664; 27.73
2025-12-01 00:00:08; 178899761; 166170249; 136994280; 27.71
2025-12-01 00:00:09; 178898774; 166167872; 136992602; 27.74
2025-12-01 00:00:10; 178900061; 166155538; 136988921; 27.75
2025-12-01 00:00:11; 178898311; 166155064; 136990993; 27.71
2025-12-01 00:00:12; 178904283; 166156261; 136988312; 27.73
2025-12-01 00:00:13; 178903744; 166155273; 136989874; 27.72
2025-12-01 00:00:14; 178900164; 166161961; 136991158; 27.71
2025-12-01 00:00:15; 178900592; 166164316; 136991299; 27.73
2025-12-01 00:00:16; 178900512; 166164558; 136990760; 27.73
2025-12-01 00:00:17; 178903220; 166165858; 136987273; 27.71
2025-12-01 00:00:18; 178900866; 166164949; 136990198; 27.71
2025-12-01 00:00:19; 178899339; 166159997; 136992587; 27.71
2025-12-01 00:00:20; 178898794; 166162427; 136993014; 27.72
2025-12-01 00:00:21; 178896667; 166167406; 136992947; 27.71
2025-12-01 00:00:22; 178896043; 166164368; 136993425; 27.72
2025-12-01 00:00:23; 178899924; 166163552; 136992980; 27.72
2025-12-01 00:00:24; 178893059; 166166867; 136992735; 27.7
2025-12-01 00:00:25; 178900652; 166166097; 136991145; 27.72
2025-12-01 00:00:26; 178901429; 166176901; 136990523; 27.71
2025-12-01 00:00:27; 178897399; 166172706; 136991328; 27.73
2025-12-01 00:00:28; 178895650; 166168807; 136989047; 27.71
2025-12-01 00:00:29; 178898431; 166168058; 136990761; 27.72
2025-12-01 00:00:30; 178900228; 166162991; 136991941; 27.72
2025-12-01 00:00:31; 178898226; 166164807; 136991181; 27.71
2025-12-01 00:00:32; 178892420; 166167135; 136989108; 27.74
2025-12-01 00:00:33; 178894183; 166163417; 136990118; 27.71
2025-12-01 00:00:34; 178893191; 166162448; 136990289; 27.75
2025-12-01 00:00:35; 178899656; 166159981; 136992696; 27.72
2025-12-01 00:00:36; 178904728; 166151651; 136990189; 27.71
2025-12-01 00:00:37; 178905747; 166155925; 136991508; 27.72
2025-12-01 00:00:38; 178902760; 166155052; 136989579; 27.73
2025-12-01 00:00:39; 178900582; 166157301; 136990879; 27.72
2025-12-01 00:00:40; 178901750; 166155605; 136987320; 27.72
2025-12-01 00:00:41; 178899590; 166157569; 136988519; 27.71
2025-12-01 00:00:42; 178903559; 166153587; 136992282; 27.71
2025-12-01 00:00:43; 178896237; 166149998; 136991046; 27.72
2025-12-01 00:00:44; 178893091; 166151988; 136987941; 27.7
2025-12-01 00:00:45; 178892797; 166152042; 136992299; 27.71
2025-12-01 00:00:46; 178896699; 166153530; 136992273; 27.74
2025-12-01 00:00:47; 178894546; 166156394; 136989165; 27.72
2025-12-01 00:00:48; 178893871; 166160471; 136986863; 27.73
2025-12-01 00:00:49; 178895593; 166162493; 136990481; 27.71
2025-12-01 00:00:50; 178896727; 166164423; 136991028; 27.72
2025-12-01 00:00:51; 178905714; 166159014; 136989519; 27.72
2025-12-01 00:00:52; 178906995; 166159651; 136991497; 27.73
2025-12-01 00:00:53; 178904971; 166159932; 136990507; 27.73
2025-12-01 00:00:54; 178905448; 166168978; 136992922; 27.73
