2026-01-04 00:00:01; 178886577; 166329024; 137129752; 24.58
2026-01-04 00:00:02; 178891173; 166330022; 137131349; 24.6
2026-01-04 00:00:03; 178885908; 166337302; 137131308; 24.61
2026-01-04 00:00:04; 178884057; 166334946; 137128992; 24.61
2026-01-04 00:00:05; 178887454; 166328672; 137125905; 24.61
2026-01-04 00:00:06; 178883516; 166326127; 137127047; 24.6
2026-01-04 00:00:07; 178886750; 166323792; 137129611; 24.6
2026-01-04 00:00:08; 178890156; 166326055; 137129668; 24.63
2026-01-04 00:00:09; 178886978; 166325368; 137130407; 24.59
2026-01-04 00:00:10; 178888594; 166328376; 137130858; 24.6
2026-01-04 00:00:11; 178891382; 166322105; 137127706; 24.63
2026-01-04 00:00:12; 178890378; 166319405; 137127140; 24.6
2026-01-04 00:00:13; 178894557; 166320753; 137127980; 24.59
2026-01-04 00:00:14; 178894607; 166321378; 137127896; 24.58
2026-01-04 00:00:15; 178895943; 166327048; 137126025; 24.61
2026-01-04 00:00:16; 178889359; 166329977; 137124295; 24.58
2026-01-04 00:00:17; 178892239; 166339717; 137126291; 24.58
2026-01-04 00:00:18; 178892138; 166338287; 137128709; 24.58
2026-01-04 00:00:19; 178892059; 166330189; 137127223; 24.6
2026-01-04 00:00:20; 178890334; 166331916; 137125596; 24.61
2026-01-04 00:00:21; 178893226; 166326197; 137124977; 24.59
2026-01-04 00:00:22; 178891448; 166330559; 137125502; 24.61
2026-01-04 00:00:23; 178890888; 166327661; 137126339; 24.61
2026-01-04 00:00:24; 178892435; 166325789; 137128486; 24.6
2026-01-04 00:00:25; 178890736; 166326254; 137128371; 24.61
2026-01-04 00:00:26; 178888393; 166331613; 137128368; 24.61
2026-01-04 00:00:27; 178887907; 166329502; 137129041; 24.58
2026-01-04 00:00:28; 178884996; 166329165; 137126163; 24.6
2026-01-04 00:00:29; 178883828; 166329744; 137126517; 24.62
2026-01-04 00:00:30; 178886404; 166336567; 137126388; 24.58
2026-01-04 00:00:31; 178890835; 166335343; 137127607; 24.6
2026-01-04 00:00:32; 178892090; 166338275; 137127010; 24.62
2026-01-04 00:00:33; 178884700; 166335209; 137125546; 24.58
2026-01-04 00:00:34; 178886589; 166332998; 137127469; 24.61
2026-01-04 00:00:35; 178892030; 166332011; 137129841; 24.63
2026-01-04 00:00:36; 178892120; 166329875; 137131322; 24.6
2026-01-04 00:00:37; 178891231; 166329857; 137127988; 24.61
2026-01-04 00:00:38; 178893046; 166332196; 137128241; 24.6
2026-01-04 00:00:39; 178891593; 166337146; 137129478; 24.6
2026-01-04 00:00:40; 178892370; 166330788; 137130110; 24.6
